"card_id","name","rarity","stone","wind","veil","oath","eye","weight","upkeep","lore_text","section","mechanics_text"
"601","Bone Gladiator King","super","🪨  4","🌪️  10","✨  5","📖  5","👁️  10","⚖️  4","♨  24","Bone Gladiator King — Major-Bosses of Eye/Wind Duality.
A super presence whose choices bend the battlefield toward fate.
Iconography: Eye/Wind sigils, attire marked by duty.","Major-bosses","Heroic Initiative (9)
🛡️ Guard 3 • ⚔️ First Strike 7
Acts early; +1 range on the opening turn; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"602","Arena Juggernaut King","super","🪨  6","🌪️  6","✨  9","📖  11","👁️  6","⚖️  4","♨  28","Arena Juggernaut King — Major-Bosses of Oath/Veil Duality.
A super presence whose choices bend the battlefield toward fate.
Iconography: Oath/Veil sigils, attire marked by duty.","Major-bosses","Standard Initiative (5)
🛡️ Guard 5 • ⚔️ First Strike 4
Shrouded on entry; adjacent enemies −1 accuracy; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"603","Ash Demon Lord","super","🪨  9","🌪️  4","✨  5","📖  5","👁️  11","⚖️  4","♨  24","Ash Demon Lord — Major-Bosses of Eye/Stone Duality.
A super presence whose choices bend the battlefield toward fate.
Iconography: Eye/Stone sigils, attire marked by duty.","Major-bosses","Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 5
Reduces first incoming hit by 40%; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"604","Crimson Abomination Lord","super","🪨  5","🌪️  8","✨  5","📖  5","👁️  11","⚖️  4","♨  24","Crimson Abomination Lord — Major-Bosses of Eye/Wind Duality.
A super presence whose choices bend the battlefield toward fate.
Iconography: Eye/Wind sigils, attire marked by duty.","Major-bosses","Heroic Initiative (9)
🛡️ Guard 3 • ⚔️ First Strike 7
Acts early; +1 range on the opening turn; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"605","Dust Titan King","super","🪨  4","🌪️  5","✨  6","📖  10","👁️  10","⚖️  4","♨  25","Dust Titan King — Major-Bosses of Eye/Oath Duality.
A super presence whose choices bend the battlefield toward fate.
Iconography: Eye/Oath sigils, attire marked by duty.","Major-bosses","Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 5
Allies within 1 tile gain +1 Guard this round; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"606","Ash Leviathan King","super","🪨  11","🌪️  4","✨  8","📖  5","👁️  5","⚖️  4","♨  23","Ash Leviathan King — Major-Bosses of Stone/Veil Duality.
A super presence whose choices bend the battlefield toward fate.
Iconography: Stone/Veil sigils, attire marked by duty.","Major-bosses","Basic Initiative (3)
🛡️ Guard 5 • ⚔️ First Strike 3
Reduces first incoming hit by 40%; Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"607","Red Khan Lord","super","🪨  10","🌪️  11","✨  6","📖  4","👁️  4","⚖️  4","♨  26","Red Khan Lord — Major-Bosses of Wind/Stone Duality.
A super presence whose choices bend the battlefield toward fate.
Iconography: Wind/Stone sigils, attire marked by duty.","Major-bosses","Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 5
Reduces first incoming hit by 40%; Acts early; +1 range on the opening turn; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"608","Bone Chieftain King","super","🪨  4","🌪️  5","✨  8","📖  4","👁️  9","⚖️  4","♨  19","Bone Chieftain King — Major-Bosses of Eye/Veil Duality.
A super presence whose choices bend the battlefield toward fate.
Iconography: Eye/Veil sigils, attire marked by duty.","Major-bosses","Standard Initiative (5)
🛡️ Guard 3 • ⚔️ First Strike 5
Shrouded on entry; adjacent enemies −1 accuracy; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"609","Canyon Lord King","super","🪨  9","🌪️  8","✨  5","📖  6","👁️  4","⚖️  4","♨  20","Canyon Lord King — Major-Bosses of Stone/Wind Duality.
A super presence whose choices bend the battlefield toward fate.
Iconography: Stone/Wind sigils, attire marked by duty.","Major-bosses","Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 4
Reduces first incoming hit by 40%; Acts early; +1 range on the opening turn; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"610","Sandstorm Prophet Lord","super","🪨  5","🌪️  9","✨  11","📖  4","👁️  4","⚖️  4","♨  24","Sandstorm Prophet Lord — Major-Bosses of Veil/Wind Duality.
A super presence whose choices bend the battlefield toward fate.
Iconography: Veil/Wind sigils, attire marked by duty.","Major-bosses","Standard Initiative (5)
🛡️ Guard 3 • ⚔️ First Strike 5
Acts early; +1 range on the opening turn; Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
