"card_id","name","rarity","stone","wind","veil","oath","eye","weight","upkeep","lore_text","section","mechanics_text"
"401","Obsidian Berserker","high","🪨  5","🌪️  2","✨  6","📖  3","👁️  3","⚖️  4","♨  7","Obsidian Berserker — Elites of Veil/Stone Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Veil/Stone sigils, attire marked by duty.","Elites","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 2
End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"402","Oath Champion","high","🪨  2","🌪️  7","✨  5","📖  2","👁️  2","⚖️  4","♨  8","Oath Champion — Elites of Wind/Veil Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Wind/Veil sigils, attire marked by duty.","Elites","Basic Initiative (3)
🛡️ Guard 2 • ⚔️ First Strike 3
Acts early; +1 range on the opening turn; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"403","Blood Hierophant","high","🪨  3","🌪️  5","✨  2","📖  3","👁️  6","⚖️  4","♨  7","Blood Hierophant — Elites of Eye/Wind Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Eye/Wind sigils, attire marked by duty.","Elites","Standard Initiative (5)
🛡️ Guard 2 • ⚔️ First Strike 4
End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"404","Rune Exarch","high","🪨  6","🌪️  6","✨  3","📖  3","👁️  3","⚖️  4","♨  9","Rune Exarch — Elites of Stone/Wind Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Stone/Wind sigils, attire marked by duty.","Elites","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 3
End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"405","Halo Prelate","high","🪨  2","🌪️  3","✨  7","📖  5","👁️  2","⚖️  4","♨  8","Halo Prelate — Elites of Veil/Oath Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Veil/Oath sigils, attire marked by duty.","Elites","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 2
Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"406","Void Inquisitor","high","🪨  3","🌪️  5","✨  2","📖  2","👁️  5","⚖️  4","♨  6","Void Inquisitor — Elites of Eye/Wind Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Eye/Wind sigils, attire marked by duty.","Elites","Standard Initiative (5)
🛡️ Guard 2 • ⚔️ First Strike 4
Checks get +1 when adjacent to an ally.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"407","Obelisk General","high","🪨  2","🌪️  6","✨  3","📖  2","👁️  5","⚖️  4","♨  7","Obelisk General — Elites of Wind/Eye Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Wind/Eye sigils, attire marked by duty.","Elites","Standard Initiative (5)
🛡️ Guard 2 • ⚔️ First Strike 4
End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"408","Golden Strategos","high","🪨  2","🌪️  2","✨  2","📖  4","👁️  7","⚖️  4","♨  7","Golden Strategos — Elites of Eye/Oath Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Eye/Oath sigils, attire marked by duty.","Elites","Basic Initiative (3)
🛡️ Guard 2 • ⚔️ First Strike 3
On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Scout first; answer hidden threats.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"409","Rune Captain","high","🪨  4","🌪️  2","✨  7","📖  3","👁️  2","⚖️  4","♨  7","Rune Captain — Elites of Veil/Stone Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Veil/Stone sigils, attire marked by duty.","Elites","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 1
Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"410","Halo Commander","high","🪨  3","🌪️  4","✨  2","📖  3","👁️  6","⚖️  4","♨  7","Halo Commander — Elites of Eye/Wind Duality.
A high presence whose choices bend the battlefield toward fate.
Iconography: Eye/Wind sigils, attire marked by duty.","Elites","Standard Initiative (5)
🛡️ Guard 2 • ⚔️ First Strike 4
End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
