"card_id","name","rarity","stone","wind","veil","oath","eye","weight","upkeep","lore_text","section","mechanics_text"
"501","Warden of Chains","rare","🪨  9","🌪️  3","✨  3","📖  7","👁️  4","⚖️  4","♨  15","Warden of Chains — Mini-Bosses of Stone/Oath Duality.
A rare presence whose choices bend the battlefield toward fate.
Iconography: Stone/Oath sigils, attire marked by duty.","Mini-bosses","Basic Initiative (3)
🛡️ Guard 5 • ⚔️ First Strike 2
Reduces first incoming hit by 40%; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"502","Prophet of Eclipse","rare","🪨  4","🌪️  8","✨  3","📖  7","👁️  3","⚖️  4","♨  13","Prophet of Eclipse — Mini-Bosses of Wind/Oath Duality.
A rare presence whose choices bend the battlefield toward fate.
Iconography: Wind/Oath sigils, attire marked by duty.","Mini-bosses","Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 4
Acts early; +1 range on the opening turn; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"503","Crystal Tyrant","rare","🪨  4","🌪️  6","✨  3","📖  3","👁️  8","⚖️  4","♨  12","Crystal Tyrant — Mini-Bosses of Eye/Wind Duality.
A rare presence whose choices bend the battlefield toward fate.
Iconography: Eye/Wind sigils, attire marked by duty.","Mini-bosses","Standard Initiative (5)
🛡️ Guard 3 • ⚔️ First Strike 5
On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"504","Hollow Seraph","rare","🪨  8","🌪️  3","✨  6","📖  4","👁️  3","⚖️  4","♨  12","Hollow Seraph — Mini-Bosses of Stone/Veil Duality.
A rare presence whose choices bend the battlefield toward fate.
Iconography: Stone/Veil sigils, attire marked by duty.","Mini-bosses","Basic Initiative (3)
🛡️ Guard 4 • ⚔️ First Strike 2
Reduces first incoming hit by 40%; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"505","Blood Moon Avatar","rare","🪨  4","🌪️  7","✨  4","📖  9","👁️  3","⚖️  4","♨  16","Blood Moon Avatar — Mini-Bosses of Oath/Wind Duality.
A rare presence whose choices bend the battlefield toward fate.
Iconography: Oath/Wind sigils, attire marked by duty.","Mini-bosses","Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 4
Acts early; +1 range on the opening turn; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"506","Ash Colossus","rare","🪨  3","🌪️  3","✨  6","📖  8","👁️  4","⚖️  4","♨  12","Ash Colossus — Mini-Bosses of Oath/Veil Duality.
A rare presence whose choices bend the battlefield toward fate.
Iconography: Oath/Veil sigils, attire marked by duty.","Mini-bosses","Basic Initiative (3)
🛡️ Guard 4 • ⚔️ First Strike 2
Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"507","Sand Serpent","rare","🪨  4","🌪️  7","✨  4","📖  8","👁️  4","⚖️  4","♨  15","Sand Serpent — Mini-Bosses of Oath/Wind Duality.
A rare presence whose choices bend the battlefield toward fate.
Iconography: Oath/Wind sigils, attire marked by duty.","Mini-bosses","Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 4
Acts early; +1 range on the opening turn; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"508","Bone Goliath","rare","🪨  3","🌪️  7","✨  4","📖  3","👁️  8","⚖️  4","♨  13","Bone Goliath — Mini-Bosses of Eye/Wind Duality.
A rare presence whose choices bend the battlefield toward fate.
Iconography: Eye/Wind sigils, attire marked by duty.","Mini-bosses","Standard Initiative (5)
🛡️ Guard 2 • ⚔️ First Strike 5
Acts early; +1 range on the opening turn; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"509","Ash Revenant King","rare","🪨  3","🌪️  6","✨  7","📖  4","👁️  3","⚖️  4","♨  11","Ash Revenant King — Mini-Bosses of Veil/Wind Duality.
A rare presence whose choices bend the battlefield toward fate.
Iconography: Veil/Wind sigils, attire marked by duty.","Mini-bosses","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 3
Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"510","Crimson Beast","rare","🪨  3","🌪️  4","✨  9","📖  3","👁️  7","⚖️  4","♨  15","Crimson Beast — Mini-Bosses of Veil/Eye Duality.
A rare presence whose choices bend the battlefield toward fate.
Iconography: Veil/Eye sigils, attire marked by duty.","Mini-bosses","Standard Initiative (5)
🛡️ Guard 2 • ⚔️ First Strike 4
Shrouded on entry; adjacent enemies −1 accuracy; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"511","Canyon Titan","rare","🪨  4","🌪️  4","✨  9","📖  4","👁️  9","⚖️  4","♨  19","Canyon Titan — Mini-Bosses of Eye/Veil Duality.
A rare presence whose choices bend the battlefield toward fate.
Iconography: Eye/Veil sigils, attire marked by duty.","Mini-bosses","Standard Initiative (5)
🛡️ Guard 3 • ⚔️ First Strike 5
Shrouded on entry; adjacent enemies −1 accuracy; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"512","Bone Hydra","rare","🪨  8","🌪️  7","✨  3","📖  4","👁️  4","⚖️  4","♨  14","Bone Hydra — Mini-Bosses of Stone/Wind Duality.
A rare presence whose choices bend the battlefield toward fate.
Iconography: Stone/Wind sigils, attire marked by duty.","Mini-bosses","Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 4
Reduces first incoming hit by 40%; Acts early; +1 range on the opening turn; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"513","Dust Wraith King","rare","🪨  4","🌪️  8","✨  4","📖  7","👁️  3","⚖️  4","♨  14","Dust Wraith King — Mini-Bosses of Wind/Oath Duality.
A rare presence whose choices bend the battlefield toward fate.
Iconography: Wind/Oath sigils, attire marked by duty.","Mini-bosses","Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 4
Acts early; +1 range on the opening turn; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"514","Crimson Juggernaut","rare","🪨  4","🌪️  3","✨  9","📖  9","👁️  3","⚖️  4","♨  18","Crimson Juggernaut — Mini-Bosses of Oath/Veil Duality.
A rare presence whose choices bend the battlefield toward fate.
Iconography: Oath/Veil sigils, attire marked by duty.","Mini-bosses","Basic Initiative (3)
🛡️ Guard 4 • ⚔️ First Strike 2
Shrouded on entry; adjacent enemies −1 accuracy; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"515","Sandstorm Avatar","rare","🪨  7","🌪️  4","✨  7","📖  4","👁️  4","⚖️  4","♨  13","Sandstorm Avatar — Mini-Bosses of Stone/Veil Duality.
A rare presence whose choices bend the battlefield toward fate.
Iconography: Stone/Veil sigils, attire marked by duty.","Mini-bosses","Basic Initiative (3)
🛡️ Guard 4 • ⚔️ First Strike 3
Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
