"card_id","name","rarity","stone","wind","veil","oath","eye","weight","upkeep","lore_text","section","mechanics_text"
"301","Bone Horror","low","🪨  3","🌪️  0","✨  0","📖  0","👁️  2","⚖️  2","♨  0","Bone Horror — Mars Bestiary of Stone/Eye Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Stone/Eye sigils, attire marked by duty.","Mars bestiary","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"302","Crimson Abomination","low","🪨  0","🌪️  1","✨  2","📖  1","👁️  0","⚖️  1","♨  0","Crimson Abomination — Mars Bestiary of Veil/Oath Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Veil/Oath sigils, attire marked by duty.","Mars bestiary","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"303","Dust Titan","low","🪨  1","🌪️  0","✨  2","📖  1","👁️  3","⚖️  2","♨  0","Dust Titan — Mars Bestiary of Eye/Veil Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Eye/Veil sigils, attire marked by duty.","Mars bestiary","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Scout first; answer hidden threats.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"304","Ash Leviathan","low","🪨  0","🌪️  0","✨  2","📖  3","👁️  1","⚖️  2","♨  0","Ash Leviathan — Mars Bestiary of Oath/Veil Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Oath/Veil sigils, attire marked by duty.","Mars bestiary","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Stay clustered; spread auras wisely.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"305","Red Khan","low","🪨  1","🌪️  0","✨  2","📖  0","👁️  2","⚖️  2","♨  0","Red Khan — Mars Bestiary of Eye/Veil Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Eye/Veil sigils, attire marked by duty.","Mars bestiary","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"306","Bone Chieftain","low","🪨  1","🌪️  1","✨  0","📖  2","👁️  3","⚖️  2","♨  0","Bone Chieftain — Mars Bestiary of Eye/Oath Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Eye/Oath sigils, attire marked by duty.","Mars bestiary","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Scout first; answer hidden threats.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"307","Canyon Lord","low","🪨  0","🌪️  0","✨  1","📖  2","👁️  2","⚖️  2","♨  0","Canyon Lord — Mars Bestiary of Eye/Oath Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Eye/Oath sigils, attire marked by duty.","Mars bestiary","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Stay clustered; spread auras wisely.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"308","Sandstorm Prophet","low","🪨  0","🌪️  1","✨  1","📖  0","👁️  0","⚖️  1","♨  0","Sandstorm Prophet — Mars Bestiary of Veil/Wind Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Veil/Wind sigils, attire marked by duty.","Mars bestiary","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"309","Crimson Khan","low","🪨  0","🌪️  2","✨  0","📖  1","👁️  2","⚖️  2","♨  0","Crimson Khan — Mars Bestiary of Eye/Wind Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Eye/Wind sigils, attire marked by duty.","Mars bestiary","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"310","Glyph Servant","low","🪨  0","🌪️  0","✨  2","📖  2","👁️  1","⚖️  2","♨  0","Glyph Servant — Mars Bestiary of Oath/Veil Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Oath/Veil sigils, attire marked by duty.","Mars bestiary","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"311","Temple Thrall","low","🪨  0","🌪️  3","✨  0","📖  1","👁️  1","⚖️  2","♨  0","Temple Thrall — Mars Bestiary of Wind/Eye Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Wind/Eye sigils, attire marked by duty.","Mars bestiary","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"312","Oath Servitor","low","🪨  1","🌪️  1","✨  0","📖  3","👁️  2","⚖️  2","♨  0","Oath Servitor — Mars Bestiary of Oath/Eye Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Oath/Eye sigils, attire marked by duty.","Mars bestiary","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Stay clustered; spread auras wisely.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"313","Lattice Guard","low","🪨  2","🌪️  3","✨  0","📖  1","👁️  1","⚖️  2","♨  0","Lattice Guard — Mars Bestiary of Wind/Stone Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Wind/Stone sigils, attire marked by duty.","Mars bestiary","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"314","Halo Servant","low","🪨  1","🌪️  0","✨  1","📖  2","👁️  2","⚖️  2","♨  0","Halo Servant — Mars Bestiary of Eye/Oath Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Eye/Oath sigils, attire marked by duty.","Mars bestiary","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Stay clustered; spread auras wisely.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"315","Obsidian Hound","low","🪨  1","🌪️  1","✨  1","📖  3","👁️  1","⚖️  2","♨  0","Obsidian Hound — Mars Bestiary of Oath/Eye Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Oath/Eye sigils, attire marked by duty.","Mars bestiary","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Stay clustered; spread auras wisely.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"316","Cinder Jackal","low","🪨  1","🌪️  0","✨  1","📖  2","👁️  3","⚖️  2","♨  0","Cinder Jackal — Mars Bestiary of Eye/Oath Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Eye/Oath sigils, attire marked by duty.","Mars bestiary","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Scout first; answer hidden threats.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"317","Void Hyena","low","🪨  2","🌪️  1","✨  1","📖  2","👁️  0","⚖️  2","♨  0","Void Hyena — Mars Bestiary of Oath/Stone Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Oath/Stone sigils, attire marked by duty.","Mars bestiary","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"318","Golden Vulture","low","🪨  0","🌪️  3","✨  3","📖  0","👁️  1","⚖️  3","♨  1","Golden Vulture — Mars Bestiary of Veil/Wind Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Veil/Wind sigils, attire marked by duty.","Mars bestiary","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"319","Crystal Basilisk","low","🪨  0","🌪️  1","✨  3","📖  1","👁️  3","⚖️  3","♨  1","Crystal Basilisk — Mars Bestiary of Eye/Veil Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Eye/Veil sigils, attire marked by duty.","Mars bestiary","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"320","Oath Ghoul","low","🪨  0","🌪️  1","✨  2","📖  2","👁️  1","⚖️  2","♨  0","Oath Ghoul — Mars Bestiary of Oath/Veil Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Oath/Veil sigils, attire marked by duty.","Mars bestiary","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"321","Chain Wraith","low","🪨  0","🌪️  1","✨  0","📖  0","👁️  2","⚖️  1","♨  0","Chain Wraith — Mars Bestiary of Eye/Wind Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Eye/Wind sigils, attire marked by duty.","Mars bestiary","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Scout first; answer hidden threats.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"322","Glyph Shade","low","🪨  0","🌪️  3","✨  3","📖  0","👁️  1","⚖️  3","♨  1","Glyph Shade — Mars Bestiary of Veil/Wind Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Veil/Wind sigils, attire marked by duty.","Mars bestiary","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"323","Halo Wraith","low","🪨  1","🌪️  2","✨  1","📖  0","👁️  3","⚖️  2","♨  0","Halo Wraith — Mars Bestiary of Eye/Wind Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Eye/Wind sigils, attire marked by duty.","Mars bestiary","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 2
Checks get +1 when adjacent to an ally.
• Scout first; answer hidden threats.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"324","Crystal Rat","low","🪨  1","🌪️  0","✨  2","📖  0","👁️  1","⚖️  1","♨  0","Crystal Rat — Mars Bestiary of Veil/Eye Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Veil/Eye sigils, attire marked by duty.","Mars bestiary","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"325","Void Tick","low","🪨  2","🌪️  1","✨  0","📖  1","👁️  2","⚖️  2","♨  0","Void Tick — Mars Bestiary of Eye/Stone Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Eye/Stone sigils, attire marked by duty.","Mars bestiary","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"326","Golden Scarab","low","🪨  3","🌪️  0","✨  1","📖  1","👁️  1","⚖️  2","♨  0","Golden Scarab — Mars Bestiary of Stone/Eye Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Stone/Eye sigils, attire marked by duty.","Mars bestiary","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"327","Rune Spider","low","🪨  0","🌪️  0","✨  0","📖  1","👁️  2","⚖️  1","♨  0","Rune Spider — Mars Bestiary of Eye/Oath Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Eye/Oath sigils, attire marked by duty.","Mars bestiary","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Scout first; answer hidden threats.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"328","Rune Idol","low","🪨  0","🌪️  2","✨  0","📖  1","👁️  2","⚖️  2","♨  0","Rune Idol — Mars Bestiary of Eye/Wind Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Eye/Wind sigils, attire marked by duty.","Mars bestiary","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"329","Halo Statue","low","🪨  3","🌪️  1","✨  2","📖  1","👁️  1","⚖️  3","♨  1","Halo Statue — Mars Bestiary of Stone/Veil Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Stone/Veil sigils, attire marked by duty.","Mars bestiary","Basic Initiative (3)
🛡️ Guard 2 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"330","Obelisk Guard","low","🪨  1","🌪️  2","✨  1","📖  0","👁️  2","⚖️  2","♨  0","Obelisk Guard — Mars Bestiary of Eye/Wind Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Eye/Wind sigils, attire marked by duty.","Mars bestiary","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"331","Flame Idol","low","🪨  1","🌪️  1","✨  3","📖  1","👁️  1","⚖️  2","♨  0","Flame Idol — Mars Bestiary of Veil/Eye Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Veil/Eye sigils, attire marked by duty.","Mars bestiary","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"332","Lattice Spearman","low","🪨  1","🌪️  1","✨  1","📖  2","👁️  1","⚖️  2","♨  0","Lattice Spearman — Mars Bestiary of Oath/Eye Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Oath/Eye sigils, attire marked by duty.","Mars bestiary","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Stay clustered; spread auras wisely.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"333","Golden Hoplite","low","🪨  0","🌪️  3","✨  2","📖  0","👁️  0","⚖️  2","♨  0","Golden Hoplite — Mars Bestiary of Wind/Veil Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Wind/Veil sigils, attire marked by duty.","Mars bestiary","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"334","Halo Archer","low","🪨  3","🌪️  1","✨  1","📖  1","👁️  1","⚖️  2","♨  0","Halo Archer — Mars Bestiary of Stone/Eye Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Stone/Eye sigils, attire marked by duty.","Mars bestiary","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"335","Rune Swordsman","low","🪨  2","🌪️  0","✨  2","📖  1","👁️  1","⚖️  2","♨  0","Rune Swordsman — Mars Bestiary of Stone/Veil Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Stone/Veil sigils, attire marked by duty.","Mars bestiary","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"336","Obsidian Axe","low","🪨  1","🌪️  1","✨  0","📖  3","👁️  1","⚖️  2","♨  0","Obsidian Axe — Mars Bestiary of Oath/Eye Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Oath/Eye sigils, attire marked by duty.","Mars bestiary","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Stay clustered; spread auras wisely.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"337","Bound Hound","low","🪨  1","🌪️  2","✨  1","📖  1","👁️  0","⚖️  2","♨  0","Bound Hound — Mars Bestiary of Wind/Oath Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Wind/Oath sigils, attire marked by duty.","Mars bestiary","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"338","Rune Jackal","low","🪨  1","🌪️  0","✨  2","📖  1","👁️  0","⚖️  1","♨  0","Rune Jackal — Mars Bestiary of Veil/Oath Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Veil/Oath sigils, attire marked by duty.","Mars bestiary","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"339","Oath Serpent","low","🪨  1","🌪️  3","✨  0","📖  2","👁️  1","⚖️  2","♨  0","Oath Serpent — Mars Bestiary of Wind/Oath Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Wind/Oath sigils, attire marked by duty.","Mars bestiary","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"340","Crystal Scorpion","low","🪨  2","🌪️  0","✨  2","📖  1","👁️  1","⚖️  2","♨  0","Crystal Scorpion — Mars Bestiary of Stone/Veil Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Stone/Veil sigils, attire marked by duty.","Mars bestiary","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"341","Halo Vulture","low","🪨  1","🌪️  1","✨  0","📖  3","👁️  1","⚖️  2","♨  0","Halo Vulture — Mars Bestiary of Oath/Eye Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Oath/Eye sigils, attire marked by duty.","Mars bestiary","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Stay clustered; spread auras wisely.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
